"","signature","type","channel","fraction"
"966","DBS15","CG>NN","CG>TT",0.00301632965654929
"967","DBS15","CT>NN","CT>AA",0.0205580766405649
"968","DBS15","CT>NN","CT>AC",0.0160997389033656
"969","DBS15","CT>NN","CT>AG",0.00693929323122736
"970","DBS15","CT>NN","CT>GA",0.00447493190467235
"971","DBS15","CT>NN","CT>GC",0.00549617449929025
"972","DBS15","CT>NN","CT>GG",0.000797596136033512
"973","DBS15","CT>NN","CT>TA",0.0122074005241379
"974","DBS15","CT>NN","CT>TC",0.0103571608588332
"975","DBS15","CT>NN","CT>TG",0.00287675450585492
"976","DBS15","GC>NN","GC>AA",0.047240316157373
"977","DBS15","GC>NN","GC>AG",0.0428849438335246
"978","DBS15","GC>NN","GC>AT",0.0345380087133287
"979","DBS15","GC>NN","GC>CA",0.018309742864739
"980","DBS15","GC>NN","GC>CG",0.00123864172950082
"981","DBS15","GC>NN","GC>TA",0.0124569234623846
"982","DBS15","TA>NN","TA>AT",0.0198606498608883
"983","DBS15","TA>NN","TA>CG",0.000526345349502644
"984","DBS15","TA>NN","TA>CT",0.0177136508740939
"985","DBS15","TA>NN","TA>GC",5.07544322343063e-05
"986","DBS15","TA>NN","TA>GG",0.00428368639349682
"987","DBS15","TA>NN","TA>GT",0.0114881112201159
"988","DBS15","TC>NN","TC>AA",0.0450372459731396
"989","DBS15","TC>NN","TC>AG",0.0101545946299714
"990","DBS15","TC>NN","TC>AT",0.0882196270621471
"991","DBS15","TC>NN","TC>CA",0.0240676593013751
"992","DBS15","TC>NN","TC>CG",0.00231948471830476
"993","DBS15","TC>NN","TC>CT",0.0494222166578238
"994","DBS15","TC>NN","TC>GA",0.0122693840204571
"995","DBS15","TC>NN","TC>GG",0.00201556091612839
"996","DBS15","TC>NN","TC>GT",0.00846706133105274
"997","DBS15","TG>NN","TG>AA",0.037321551995958
"998","DBS15","TG>NN","TG>AC",0.0108868381830228
"999","DBS15","TG>NN","TG>AT",0.0257591256719554
"1000","DBS15","TG>NN","TG>CA",0.00786021887967846
"1001","DBS15","TG>NN","TG>CC",0.00618571118158499
"1002","DBS15","TG>NN","TG>CT",0.0186525010450639
"1003","DBS15","TG>NN","TG>GA",0.0103270310425379
"1004","DBS15","TG>NN","TG>GC",0.0018736426715362
"1005","DBS15","TG>NN","TG>GT",0.01073390899598
"1006","DBS15","TT>NN","TT>AA",0.0390693130546671
"1007","DBS15","TT>NN","TT>AC",0.0130610413739707
"1008","DBS15","TT>NN","TT>AG",0.0133560149218659
"1009","DBS15","TT>NN","TT>CA",0.0129910940719212
"1010","DBS15","TT>NN","TT>CC",0.0110062047818581
"1011","DBS15","TT>NN","TT>CG",0.00246688094692397
"1012","DBS15","TT>NN","TT>GA",0.0018106885810691
"1013","DBS15","TT>NN","TT>GC",0.00517721928186946
"1014","DBS15","TT>NN","TT>GG",0.0007696611545538
"1015","DBS16","AC>NN","AC>CA",0.0172234934197448
"1016","DBS16","AC>NN","AC>CG",0.000551861911520187
"1017","DBS16","AC>NN","AC>CT",0.0092735621764202
"1018","DBS16","AC>NN","AC>GA",0.00772000983356566
"1019","DBS16","AC>NN","AC>GG",0.0048661175377846
"1020","DBS16","AC>NN","AC>GT",0.00132679853450572
"1021","DBS16","AC>NN","AC>TA",0.0293908104331027
"1022","DBS16","AC>NN","AC>TG",1.5441700959176e-08
"1023","DBS16","AC>NN","AC>TT",0.0295759491057565
"1024","DBS16","AT>NN","AT>CA",0.017686178747244
"1025","DBS16","AT>NN","AT>CC",0.00571370834939467
"1026","DBS16","AT>NN","AT>CG",0.00136258318947742
"1027","DBS16","AT>NN","AT>GA",0.0235392985211543
"1028","DBS16","AT>NN","AT>GC",0.00911938595724104
"1029","DBS16","AT>NN","AT>TA",0.0600167347007844
"1030","DBS16","CC>NN","CC>AA",0.00276339633936125
"1031","DBS16","CC>NN","CC>AG",0.0118358039759757
"1032","DBS16","CC>NN","CC>AT",0.0117284459361838
"1033","DBS16","CC>NN","CC>GA",0.00340880880204286
"1034","DBS16","CC>NN","CC>GG",3.6693227398428e-14
"1035","DBS16","CC>NN","CC>GT",0.00925404739781258
"1036","DBS16","CC>NN","CC>TA",0.00863756234543041
"1037","DBS16","CC>NN","CC>TG",0.0043901959504184
"1038","DBS16","CC>NN","CC>TT",0.0230854673540863
"1039","DBS16","CG>NN","CG>AT",1.6030551296753e-06
"1040","DBS16","CG>NN","CG>GC",0.000228755981399497
"1041","DBS16","CG>NN","CG>GT",0.00262508470482443
"1042","DBS16","CG>NN","CG>TA",2.50027705154859e-07
"1043","DBS16","CG>NN","CG>TC",2.09744564389269e-15
"1044","DBS16","CG>NN","CG>TT",1.50665495820313e-07
"1045","DBS16","CT>NN","CT>AA",0.0351769862415513
"1046","DBS16","CT>NN","CT>AC",0.006315753517983
"1047","DBS16","CT>NN","CT>AG",0.0054913755031035
"1048","DBS16","CT>NN","CT>GA",0.00064993177591561
"1049","DBS16","CT>NN","CT>GC",0.00118523544154736
"1050","DBS16","CT>NN","CT>GG",0.0070548255412627
"1051","DBS16","CT>NN","CT>TA",0.0110874148396066
"1052","DBS16","CT>NN","CT>TC",0.0167016562699218
"1053","DBS16","CT>NN","CT>TG",0.00182265145999661
"1054","DBS16","GC>NN","GC>AA",0.00562427922837901
"1055","DBS16","GC>NN","GC>AG",0.0127388749117902
"1056","DBS16","GC>NN","GC>AT",4.70960283134043e-12
"1057","DBS16","GC>NN","GC>CA",0.00627264804974911
"1058","DBS16","GC>NN","GC>CG",0.000208811201855992
"1059","DBS16","GC>NN","GC>TA",0.0016703184806557
"1060","DBS16","TA>NN","TA>AT",0.0811125740566721
"1061","DBS16","TA>NN","TA>CG",0.00071030328212808
"1062","DBS16","TA>NN","TA>CT",0.0323645960789672
"1063","DBS16","TA>NN","TA>GC",0.00108659091164761
"1064","DBS16","TA>NN","TA>GG",0.00316940046368416
"1065","DBS16","TA>NN","TA>GT",0.027263374033097
"1066","DBS16","TC>NN","TC>AA",0.0206137763462391
"1067","DBS16","TC>NN","TC>AG",1.16212459096422e-14
"1068","DBS16","TC>NN","TC>AT",0.0298158051035203
"1069","DBS16","TC>NN","TC>CA",0.0220960288057769
"1070","DBS16","TC>NN","TC>CG",0.00480272852580743
"1071","DBS16","TC>NN","TC>CT",0.0274117723296883
"1072","DBS16","TC>NN","TC>GA",0.0207461755841344
"1073","DBS16","TC>NN","TC>GG",0.0069826977004929
"1074","DBS16","TC>NN","TC>GT",0.0140282625780512
"1075","DBS16","TG>NN","TG>AA",0.00548078195102732
"1076","DBS16","TG>NN","TG>AC",0.000892205957504857
"1077","DBS16","TG>NN","TG>AT",0.0438960601172185
"1078","DBS16","TG>NN","TG>CA",0.0150467529444062
"1079","DBS16","TG>NN","TG>CC",4.98728464802e-06
"1080","DBS16","TG>NN","TG>CT",0.0257449185428609
"1081","DBS16","TG>NN","TG>GA",0.00224891283088863
"1082","DBS16","TG>NN","TG>GC",0.00187153727259776
"1083","DBS16","TG>NN","TG>GT",0.0136992590474539
"1084","DBS16","TT>NN","TT>AA",0.109552528273339
"1085","DBS16","TT>NN","TT>AC",0.0273628470973891
"1086","DBS16","TT>NN","TT>AG",0.0131369024673959
"1087","DBS16","TT>NN","TT>CA",0.011677678802739
"1088","DBS16","TT>NN","TT>CC",0.0086034223072163
"1089","DBS16","TT>NN","TT>CG",0.00724274836221508
"1090","DBS16","TT>NN","TT>GA",0.00662069062692087
"1091","DBS16","TT>NN","TT>GC",0.00311003799742378
"1092","DBS16","TT>NN","TT>GG",0.00427679945350583
"1093","DBS17","AC>NN","AC>CA",0.00701963584651459
"1094","DBS17","AC>NN","AC>CG",0
"1095","DBS17","AC>NN","AC>CT",0.00260352703920911
"1096","DBS17","AC>NN","AC>GA",0.00384704933081514
"1097","DBS17","AC>NN","AC>GG",0.00274842578244199
"1098","DBS17","AC>NN","AC>GT",0
"1099","DBS17","AC>NN","AC>TA",0.00909013784853338
"1100","DBS17","AC>NN","AC>TG",0.00262146831201693
"1101","DBS17","AC>NN","AC>TT",0
"1102","DBS17","AT>NN","AT>CA",0
"1103","DBS17","AT>NN","AT>CC",0
"1104","DBS17","AT>NN","AT>CG",0
"1105","DBS17","AT>NN","AT>GA",0
"1106","DBS17","AT>NN","AT>GC",0
"1107","DBS17","AT>NN","AT>TA",0.00506689198404076
"1108","DBS17","CC>NN","CC>AA",0.0253647505405558
"1109","DBS17","CC>NN","CC>AG",0.0123672842653494
"1110","DBS17","CC>NN","CC>AT",0.0586235102007123
"1111","DBS17","CC>NN","CC>GA",0.014535147111625
"1112","DBS17","CC>NN","CC>GG",0
"1113","DBS17","CC>NN","CC>GT",0.01785978867578
"1114","DBS17","CC>NN","CC>TA",0.0275891327513895
"1115","DBS17","CC>NN","CC>TG",0
"1116","DBS17","CC>NN","CC>TT",0.0695612235599442
"1117","DBS17","CG>NN","CG>AT",0.00206464997440144
"1118","DBS17","CG>NN","CG>GC",0
"1119","DBS17","CG>NN","CG>GT",0.00260352703920911
"1120","DBS17","CG>NN","CG>TA",0
"1121","DBS17","CG>NN","CG>TC",0
"1122","DBS17","CG>NN","CG>TT",0
"1123","DBS17","CT>NN","CT>AA",0.0154217025293581
"1124","DBS17","CT>NN","CT>AC",0.00988676494151837
"1125","DBS17","CT>NN","CT>AG",0.00828060216347827
"1126","DBS17","CT>NN","CT>GA",0.0100314240080929
"1127","DBS17","CT>NN","CT>GC",0.00206464997440144
"1128","DBS17","CT>NN","CT>GG",0.00391004604218678
"1129","DBS17","CT>NN","CT>TA",0.030113295302041
"1130","DBS17","CT>NN","CT>TC",0.00487715552544264
"1131","DBS17","CT>NN","CT>TG",0.0049440158081554
"1132","DBS17","GC>NN","GC>AA",0.0157016304530116
"1133","DBS17","GC>NN","GC>AG",0.00814335803620102
"1134","DBS17","GC>NN","GC>AT",0.0160455135671304
"1135","DBS17","GC>NN","GC>CA",0.00582153988224868
"1136","DBS17","GC>NN","GC>CG",0
"1137","DBS17","GC>NN","GC>TA",0.00262273938908486
"1138","DBS17","TA>NN","TA>AT",0.013412412073773
"1139","DBS17","TA>NN","TA>CG",0.00262155258475415
"1140","DBS17","TA>NN","TA>CT",0.004547256974125
"1141","DBS17","TA>NN","TA>GC",0
"1142","DBS17","TA>NN","TA>GG",0
"1143","DBS17","TA>NN","TA>GT",0.00755153355232243
"1144","DBS17","TC>NN","TC>AA",0.0418016004970914
"1145","DBS17","TC>NN","TC>AG",0.135449440733786
"1146","DBS17","TC>NN","TC>AT",0.182484723924936
"1147","DBS17","TC>NN","TC>CA",0.0268715956972728
"1148","DBS17","TC>NN","TC>CG",0.00534448699000379
"1149","DBS17","TC>NN","TC>CT",0.0233408801110052
"1150","DBS17","TC>NN","TC>GA",0.0126756584379385
"1151","DBS17","TC>NN","TC>GG",0.0132827486670964
"1152","DBS17","TC>NN","TC>GT",0.0156406166047413
"1153","DBS17","TG>NN","TG>AA",0.00257051975172856
"1154","DBS17","TG>NN","TG>AC",0.00233408850669048
"1155","DBS17","TG>NN","TG>AT",0.0232934411745447
"1156","DBS17","TG>NN","TG>CA",0.0203552990921444
"1157","DBS17","TG>NN","TG>CC",0.00274842578244199
"1158","DBS17","TG>NN","TG>CT",0.0104909575531436
"1159","DBS17","TG>NN","TG>GA",0
"1160","DBS17","TG>NN","TG>GC",0.00786805362855753
"1161","DBS17","TG>NN","TG>GT",0.00337116898942822
"1162","DBS17","TT>NN","TT>AA",0.00734863714470297
"1163","DBS17","TT>NN","TT>AC",0.00769855738880522
"1164","DBS17","TT>NN","TT>AG",0.00705245014262197
"1165","DBS17","TT>NN","TT>CA",0.00262273938889799
"1166","DBS17","TT>NN","TT>CC",0.00521415241818658
"1167","DBS17","TT>NN","TT>CG",0.00274842578244199
"1168","DBS17","TT>NN","TT>GA",0.00522446148271845
"1169","DBS17","TT>NN","TT>GC",0.00260352703920911
"1170","DBS17","TT>NN","TT>GG",0
"1171","DBS18","AC>NN","AC>CA",0.00173614773516727
"1172","DBS18","AC>NN","AC>CG",8.4309097902448e-05
"1173","DBS18","AC>NN","AC>CT",0.00202232166920706
"1174","DBS18","AC>NN","AC>GA",0.00227401172569125
"1175","DBS18","AC>NN","AC>GG",0.000667833010655158
"1176","DBS18","AC>NN","AC>GT",0.00153826747147406
"1177","DBS18","AC>NN","AC>TA",0.00366557926022575
"1178","DBS18","AC>NN","AC>TG",0.000588798364941579
"1179","DBS18","AC>NN","AC>TT",0.0050791119266659
"1180","DBS18","AT>NN","AT>CA",0.00129914383951674
"1181","DBS18","AT>NN","AT>CC",0.0012605329374641
"1182","DBS18","AT>NN","AT>CG",0.000129289341005435
"1183","DBS18","AT>NN","AT>GA",0.00184811783353563
"1184","DBS18","AT>NN","AT>GC",0.000536829409070063
"1185","DBS18","AT>NN","AT>TA",0.00358470248362295
"1186","DBS18","CC>NN","CC>AA",0.0419742545046424
"1187","DBS18","CC>NN","CC>AG",0.024355050829952
"1188","DBS18","CC>NN","CC>AT",0.0171076062047133
"1189","DBS18","CC>NN","CC>GA",0.00245558114155384
"1190","DBS18","CC>NN","CC>GG",0.0017353982008071
"1191","DBS18","CC>NN","CC>GT",0.00308599893002211
"1192","DBS18","CC>NN","CC>TA",0.0128775811625165
"1193","DBS18","CC>NN","CC>TG",0.00453554662422693
"1194","DBS18","CC>NN","CC>TT",0.00815774526458906
"1195","DBS18","CG>NN","CG>AT",0.00141918489618558
"1196","DBS18","CG>NN","CG>GC",1.70455257584214e-05
"1197","DBS18","CG>NN","CG>GT",0.00336270542998759
"1198","DBS18","CG>NN","CG>TA",0.00103959057448798
"1199","DBS18","CG>NN","CG>TC",0.000598377408156395
"1200","DBS18","CG>NN","CG>TT",0.0031553837993614
"1201","DBS18","CT>NN","CT>AA",0.118774644160251
"1202","DBS18","CT>NN","CT>AC",0.365641533189341
"1203","DBS18","CT>NN","CT>AG",0.00818612578121409
"1204","DBS18","CT>NN","CT>GA",0.00438905269557529
"1205","DBS18","CT>NN","CT>GC",0.00348947719018633
"1206","DBS18","CT>NN","CT>GG",0.00112964810365936
"1207","DBS18","CT>NN","CT>TA",0.0101427922796109
"1208","DBS18","CT>NN","CT>TC",0.00499225223359503
"1209","DBS18","CT>NN","CT>TG",0.00347280429755454
"1210","DBS18","GC>NN","GC>AA",0.0152390997589613
"1211","DBS18","GC>NN","GC>AG",0.00380593353198215
"1212","DBS18","GC>NN","GC>AT",0.00574793332591046
"1213","DBS18","GC>NN","GC>CA",0.00313562819912
"1214","DBS18","GC>NN","GC>CG",0.00046121285819277
"1215","DBS18","GC>NN","GC>TA",0.00192624964822083
"1216","DBS18","TA>NN","TA>AT",0.00571531616119214
"1217","DBS18","TA>NN","TA>CG",8.56840647894665e-05
"1218","DBS18","TA>NN","TA>CT",0.00319233915849403
"1219","DBS18","TA>NN","TA>GC",0.000576041643832046
"1220","DBS18","TA>NN","TA>GG",0.00113817336798435
"1221","DBS18","TA>NN","TA>GT",0.00233715488695688
"1222","DBS18","TC>NN","TC>AA",0.0355678345228323
"1223","DBS18","TC>NN","TC>AG",0.0108606521310927
"1224","DBS18","TC>NN","TC>AT",0.0166620132471406
"1225","DBS18","TC>NN","TC>CA",0.00421723763378852
"1226","DBS18","TC>NN","TC>CG",0.00128896837903029
"1227","DBS18","TC>NN","TC>CT",0.00431899524868239
"1228","DBS18","TC>NN","TC>GA",0.00337243467607495
"1229","DBS18","TC>NN","TC>GG",0.000801198773684643
"1230","DBS18","TC>NN","TC>GT",0.00401854892263771
"1231","DBS18","TG>NN","TG>AA",0.0156149569397397
"1232","DBS18","TG>NN","TG>AC",0.00407652310801359
"1233","DBS18","TG>NN","TG>AT",0.0265259908766235
"1234","DBS18","TG>NN","TG>CA",0.00517621634067983
"1235","DBS18","TG>NN","TG>CC",0.00152355584354733
"1236","DBS18","TG>NN","TG>CT",0.0111731727958779
"1237","DBS18","TG>NN","TG>GA",0.00209410588641649
"1238","DBS18","TG>NN","TG>GC",0.00153911295593926
"1239","DBS18","TG>NN","TG>GT",0.108401463721726
"1240","DBS18","TT>NN","TT>AA",0.0126170934374551
"1241","DBS18","TT>NN","TT>AC",0.0031857974880299
"1242","DBS18","TT>NN","TT>AG",0.00200348031633379
"1243","DBS18","TT>NN","TT>CA",0.00345043380966588
"1244","DBS18","TT>NN","TT>CC",0.00144984634556041
"1245","DBS18","TT>NN","TT>CG",0.000336365930395094
"1246","DBS18","TT>NN","TT>GA",0.00178823466865306
"1247","DBS18","TT>NN","TT>GC",0.000585038811709685
"1248","DBS18","TT>NN","TT>GG",0.00157958404893872
"1249","DBS19","AC>NN","AC>CA",0.0344054152040923
"1250","DBS19","AC>NN","AC>CG",0.00137433033727628
"1251","DBS19","AC>NN","AC>CT",0.012946006809753
"1252","DBS19","AC>NN","AC>GA",0.00532839179033285
"1253","DBS19","AC>NN","AC>GG",0.00355609870172768
"1254","DBS19","AC>NN","AC>GT",0.0118276532178625
"1255","DBS19","AC>NN","AC>TA",0.00443954457866566
"1256","DBS19","AC>NN","AC>TG",0.00184242510322728
"1257","DBS19","AC>NN","AC>TT",0.00858219438595018
"1258","DBS19","AT>NN","AT>CA",0.00578034874015041
"1259","DBS19","AT>NN","AT>CC",0.00337494583788277
"1260","DBS19","AT>NN","AT>CG",0
"1261","DBS19","AT>NN","AT>GA",0.0103062762107477
"1262","DBS19","AT>NN","AT>GC",0.00741421044737549
"1263","DBS19","AT>NN","AT>TA",0.0358356511463866
"1264","DBS19","CC>NN","CC>AA",0.0133706634162755
"1265","DBS19","CC>NN","CC>AG",0.00146548558209565
"1266","DBS19","CC>NN","CC>AT",0.00848692620468877
"1267","DBS19","CC>NN","CC>GA",0.00191299456448372
"1268","DBS19","CC>NN","CC>GG",0.00232888255983235
"1269","DBS19","CC>NN","CC>GT",0.00334343847987226
"1270","DBS19","CC>NN","CC>TA",0.00391787642366243
"1271","DBS19","CC>NN","CC>TG",0.00202066909531863
"1272","DBS19","CC>NN","CC>TT",0.0198491802704501
"1273","DBS19","CG>NN","CG>AT",9.91225098290268e-14
"1274","DBS19","CG>NN","CG>GC",0.00202126414066202
"1275","DBS19","CG>NN","CG>GT",0.00135531210169218
"1276","DBS19","CG>NN","CG>TA",0.0158990867692851
"1277","DBS19","CG>NN","CG>TC",0.00131531946526918
"1278","DBS19","CG>NN","CG>TT",0.00161238705768083
"1279","DBS19","CT>NN","CT>AA",0.00544992220563034
"1280","DBS19","CT>NN","CT>AC",0.0180842283949999
"1281","DBS19","CT>NN","CT>AG",0.00239255094446157
"1282","DBS19","CT>NN","CT>GA",0.00208419131208863
"1283","DBS19","CT>NN","CT>GC",0.00639637251538837
"1284","DBS19","CT>NN","CT>GG",0.00267950826727559
"1285","DBS19","CT>NN","CT>TA",0.00858192795569392
"1286","DBS19","CT>NN","CT>TC",0.0636915105900781
"1287","DBS19","CT>NN","CT>TG",0.00357740235068797
"1288","DBS19","GC>NN","GC>AA",0.00673922440324578
"1289","DBS19","GC>NN","GC>AG",0.00611801143760671
"1290","DBS19","GC>NN","GC>AT",0.0122660620625671
"1291","DBS19","GC>NN","GC>CA",0.00700665280199159
"1292","DBS19","GC>NN","GC>CG",0.00283031163471484
"1293","DBS19","GC>NN","GC>TA",0.00141103245193531
"1294","DBS19","TA>NN","TA>AT",0.0537784358873326
"1295","DBS19","TA>NN","TA>CG",0.00446153715123099
"1296","DBS19","TA>NN","TA>CT",0.0139919344042744
"1297","DBS19","TA>NN","TA>GC",0.00058702026702064
"1298","DBS19","TA>NN","TA>GG",0.000851793681418954
"1299","DBS19","TA>NN","TA>GT",0.00855453025193967
"1300","DBS19","TC>NN","TC>AA",0.00630403150969498
"1301","DBS19","TC>NN","TC>AG",0.00267626667454994
"1302","DBS19","TC>NN","TC>AT",0.0135809524060606
"1303","DBS19","TC>NN","TC>CA",0.0136956316203168
"1304","DBS19","TC>NN","TC>CG",0.00123337748091916
"1305","DBS19","TC>NN","TC>CT",0.0829063245373403
"1306","DBS19","TC>NN","TC>GA",0.00403633599966501
"1307","DBS19","TC>NN","TC>GG",0.000851359124993244
"1308","DBS19","TC>NN","TC>GT",0.00472055469223161
"1309","DBS19","TG>NN","TG>AA",0.00673793471623239
"1310","DBS19","TG>NN","TG>AC",0.00275636936040784
"1311","DBS19","TG>NN","TG>AT",0.00710888122476389
"1312","DBS19","TG>NN","TG>CA",0.0431424409575203
"1313","DBS19","TG>NN","TG>CC",0.00310642833176785
"1314","DBS19","TG>NN","TG>CT",0.00835836535901446
"1315","DBS19","TG>NN","TG>GA",0.00723936707808707
"1316","DBS19","TG>NN","TG>GC",0.00216696361489759
"1317","DBS19","TG>NN","TG>GT",0.0668707006810585
"1318","DBS19","TT>NN","TT>AA",0.0582544982081361
"1319","DBS19","TT>NN","TT>AC",0.0105341996162367
"1320","DBS19","TT>NN","TT>AG",0.00620569132732083
"1321","DBS19","TT>NN","TT>CA",0.0067951426563935
"1322","DBS19","TT>NN","TT>CC",0.108332839240206
"1323","DBS19","TT>NN","TT>CG",0.00160235283835649
"1324","DBS19","TT>NN","TT>GA",0.0236233733590903
"1325","DBS19","TT>NN","TT>GC",0.00692788081303341
"1326","DBS19","TT>NN","TT>GG",0.042784596957323
"1327","DBS20","AC>NN","AC>CA",0.0145215953238437
"1328","DBS20","AC>NN","AC>CG",0.00134002922802872
"1329","DBS20","AC>NN","AC>CT",0.00684399523948998
"1330","DBS20","AC>NN","AC>GA",0.0123465000589589
"1331","DBS20","AC>NN","AC>GG",0.00156203559858738
"1332","DBS20","AC>NN","AC>GT",0.00445516423935647
"1333","DBS20","AC>NN","AC>TA",0.00977215425842397
"1334","DBS20","AC>NN","AC>TG",0.00312024880107683
"1335","DBS20","AC>NN","AC>TT",0.0117347941408107
"1336","DBS20","AT>NN","AT>CA",0.00585994389334248
"1337","DBS20","AT>NN","AT>CC",0.00143139803600653
"1338","DBS20","AT>NN","AT>CG",0.00124684540855889
"1339","DBS20","AT>NN","AT>GA",0.00466512638407033
"1340","DBS20","AT>NN","AT>GC",0.000706899225401165
"1341","DBS20","AT>NN","AT>TA",0.0109415318091092
"1342","DBS20","CC>NN","CC>AA",0.0173500123154443
"1343","DBS20","CC>NN","CC>AG",0.0171246042922032
"1344","DBS20","CC>NN","CC>AT",0.0274976870701028
"1345","DBS20","CC>NN","CC>GA",0.00673185347203699
"1346","DBS20","CC>NN","CC>GG",0.00370098014327865
"1347","DBS20","CC>NN","CC>GT",0.00510761394530877
"1348","DBS20","CC>NN","CC>TA",0.00809493743843903
"1349","DBS20","CC>NN","CC>TG",0.00490970922134361
"1350","DBS20","CC>NN","CC>TT",0.00929353889659845
"1351","DBS20","CG>NN","CG>AT",0.00239586127348019
"1352","DBS20","CG>NN","CG>GC",0.000275132744137029
"1353","DBS20","CG>NN","CG>GT",0.00155907052487027
"1354","DBS20","CG>NN","CG>TA",0.00160083348199143
"1355","DBS20","CG>NN","CG>TC",0.00186699794504555
"1356","DBS20","CG>NN","CG>TT",0.00450196626396768
"1357","DBS20","CT>NN","CT>AA",0.0222818404196328
"1358","DBS20","CT>NN","CT>AC",0.00981791696651552
"1359","DBS20","CT>NN","CT>AG",0.020247677708655
"1360","DBS20","CT>NN","CT>GA",0.00339055659571708
"1361","DBS20","CT>NN","CT>GC",0.00383153461928497
"1362","DBS20","CT>NN","CT>GG",0.00696087686873228
"1363","DBS20","CT>NN","CT>TA",0.00929858704523335
"1364","DBS20","CT>NN","CT>TC",0.0114263736984111
"1365","DBS20","CT>NN","CT>TG",0.00734765859565815
"1366","DBS20","GC>NN","GC>AA",0.0732728025543822
"1367","DBS20","GC>NN","GC>AG",0.0237255525572762
"1368","DBS20","GC>NN","GC>AT",0.0182424051121704
"1369","DBS20","GC>NN","GC>CA",0.00931585525894647
"1370","DBS20","GC>NN","GC>CG",0.000902794752435738
"1371","DBS20","GC>NN","GC>TA",0.00530946762546222
"1372","DBS20","TA>NN","TA>AT",0.017017309751597
"1373","DBS20","TA>NN","TA>CG",0.000651775246608812
"1374","DBS20","TA>NN","TA>CT",0.0159165653287836
"1375","DBS20","TA>NN","TA>GC",0.000164904515729755
"1376","DBS20","TA>NN","TA>GG",0.00180565159439231
"1377","DBS20","TA>NN","TA>GT",0.00410486090788696
"1378","DBS20","TC>NN","TC>AA",0.154471373367049
"1379","DBS20","TC>NN","TC>AG",0.0100848125790839
"1380","DBS20","TC>NN","TC>AT",0.0578793030689052
"1381","DBS20","TC>NN","TC>CA",0.0450983964479026
"1382","DBS20","TC>NN","TC>CG",0.00340790902733267
"1383","DBS20","TC>NN","TC>CT",0.0186584554486132
"1384","DBS20","TC>NN","TC>GA",0.0271059876076898
"1385","DBS20","TC>NN","TC>GG",0.00307989411127195
"1386","DBS20","TC>NN","TC>GT",0.0105797651217007
"1387","DBS20","TG>NN","TG>AA",0.0141109268302968
"1388","DBS20","TG>NN","TG>AC",0.00360608147830628
"1389","DBS20","TG>NN","TG>AT",0.024656796300879
"1390","DBS20","TG>NN","TG>CA",0.0156392287512931
"1391","DBS20","TG>NN","TG>CC",0.00407791632722946
"1392","DBS20","TG>NN","TG>CT",0.0597366592830359
"1393","DBS20","TG>NN","TG>GA",0.00565897643302165
"1394","DBS20","TG>NN","TG>GC",0.00174461532294285
"1395","DBS20","TG>NN","TG>GT",0.0113633814287364
"1396","DBS20","TT>NN","TT>AA",0.0264465399703382
"1397","DBS20","TT>NN","TT>AC",0.00546061894957365
"1398","DBS20","TT>NN","TT>AG",0.0058645587429917
"1399","DBS20","TT>NN","TT>CA",0.00827289200010815
"1400","DBS20","TT>NN","TT>CC",0.00445409189689086
"1401","DBS20","TT>NN","TT>CG",0.00151602895100932
"1402","DBS20","TT>NN","TT>GA",0.00571217528045253
"1403","DBS20","TT>NN","TT>GC",0.00225975559076759
"1404","DBS20","TT>NN","TT>GG",0.00146083128575202
"1405","DBS21","AC>NN","AC>CA",0.127237128072667
"1406","DBS21","AC>NN","AC>CG",0
"1407","DBS21","AC>NN","AC>CT",0.00680179012095305
"1408","DBS21","AC>NN","AC>GA",0.00307524120920317
"1409","DBS21","AC>NN","AC>GG",0.0033591998286973
"1410","DBS21","AC>NN","AC>GT",0.027544229402328
"1411","DBS21","AC>NN","AC>TA",0
"1412","DBS21","AC>NN","AC>TG",0
"1413","DBS21","AC>NN","AC>TT",0
"1414","DBS21","AT>NN","AT>CA",0.0086429828063816
"1415","DBS21","AT>NN","AT>CC",0
"1416","DBS21","AT>NN","AT>CG",0
"1417","DBS21","AT>NN","AT>GA",0.00339517159422209
"1418","DBS21","AT>NN","AT>GC",0.00341720325490323
"1419","DBS21","AT>NN","AT>TA",0.0373029169776647
"1420","DBS21","CC>NN","CC>AA",0.00690933265760515
"1421","DBS21","CC>NN","CC>AG",0
"1422","DBS21","CC>NN","CC>AT",0.00462055481768932
"1423","DBS21","CC>NN","CC>GA",0.00867064634317055
"1424","DBS21","CC>NN","CC>GG",0.0034961208055255
"1425","DBS21","CC>NN","CC>GT",0.00102632838323649
"1426","DBS21","CC>NN","CC>TA",7.40147607368115e-08
"1427","DBS21","CC>NN","CC>TG",0
"1428","DBS21","CC>NN","CC>TT",0.0498127129390961
"1429","DBS21","CG>NN","CG>AT",0
"1430","DBS21","CG>NN","CG>GC",0
"1431","DBS21","CG>NN","CG>GT",0
"1432","DBS21","CG>NN","CG>TA",0.00348525919814155
"1433","DBS21","CG>NN","CG>TC",0.008728082142904
"1434","DBS21","CG>NN","CG>TT",0
"1435","DBS21","CT>NN","CT>AA",0.00498296029695458
"1436","DBS21","CT>NN","CT>AC",0.0236856395686683
"1437","DBS21","CT>NN","CT>AG",0
"1438","DBS21","CT>NN","CT>GA",0.00331173770948507
"1439","DBS21","CT>NN","CT>GC",0.00341318508093118
"1440","DBS21","CT>NN","CT>GG",0
